1.0,-2.1921167373657227
1.0,-2.1921167373657227
1.0,-2.1921167373657227
1.0,-2.1921167373657227
0.0,-2.1921167373657227
0.0,-2.1921167373657227
0.0,-2.1921167373657227
0.0,-2.1921167373657227
0.0,-2.1921167373657227
0.0,-2.1921167373657227
0.0,-2.1921167373657227
0.0,-2.1921167373657227
0.0,-2.2080705165863037
0.0,-2.1921167373657227
0.0,-2.216607093811035
0.0,-2.2405776977539062
0.0,-2.2577767372131348
0.0,-2.244854688644409
0.0,-2.327592134475708
0.0,-2.3119497299194336
0.0,-2.344442367553711
0.0,-2.345078468322754
0.0,-2.3789026737213135
0.0,-2.4022881984710693
0.0,-2.428896427154541
0.0,-2.401913642883301
0.0,-2.459763526916504
0.0,-2.4753823280334473
0.0,-2.510916233062744
0.0,-2.5445656776428223
0.0,-2.5862746238708496
0.0,-2.6192667484283447
0.0,-2.5298941135406494
0.0,-2.569793224334717
0.0,-2.641352891921997
0.0,-2.6661908626556396
0.0,-2.620277166366577
0.0,-2.5771470069885254
0.0,-2.5992724895477295
0.0,-2.621710777282715
0.0,-2.596543788909912
0.0,-2.5841078758239746
0.0,-2.600266933441162
0.0,-2.6261703968048096
0.0,-2.6168737411499023
0.0,-2.585845708847046
0.0,-2.5685954093933105
0.0,-2.5500967502593994
0.0,-2.5619423389434814
0.0,-2.560687780380249
0.0,-2.5459954738616943
0.0,-2.544370651245117
0.0,-2.545578956604004
0.0,-2.5479812622070312
0.0,-2.5600101947784424
0.0,-2.564272165298462
0.0,-2.636461019515991
0.0,-2.6767752170562744
0.0,-2.6670408248901367
0.0,-2.6522881984710693
0.0,-2.633399486541748
0.0,-2.661318778991699
0.0,-2.6820647716522217
0.0,-2.6577157974243164
0.0,-2.1921167373657227
0.0,-2.1921167373657227
1.0,-2.1921167373657227
1.0,-2.1921167373657227
1.0,-2.1921167373657227
1.0,-2.1921167373657227
1.0,-2.1921167373657227
1.0,-2.1921167373657227
1.0,-2.1921167373657227
1.0,-2.1921167373657227
1.0,-2.1921167373657227
1.0,-2.1921167373657227
